PC1,PC2,PC3
-1.948441232057137,0.0835107089457366,-0.40011537348480986
-0.20298846398943077,0.23543701254253394,0.06937072618383638
-1.5148326915864743,-0.5218047364168463,-0.10909323694469236
-0.19974268958464506,0.8917813332064494,0.15526629226764196
-1.2299876088924167,-0.9644446089957973,0.08307906721499513
-0.42770550207881414,-1.5606105939900998,0.3541683221408364
0.05651603484575668,-0.906251942192224,0.17156413395010875
-1.6623433235090104,0.3158854444920767,-0.2866397341993605
0.7703420021006766,-1.141841035259755,0.13981172918455886
0.8998237599873578,0.9916169664735512,0.16942865560450773
-1.1830959771414111,-0.13431322150069946,-0.06489738407014643
-1.6908273756464123,0.7492748778068322,-0.29111664194950376
2.164509107070731,-0.21204388017500694,-0.09993811003796066
1.8215422628576052,-0.5401120985648982,-0.05117805350265667
0.6067355956481856,-1.244149490555655,0.19860096598757507
3.2764201599720884,-0.2200914734975889,-0.41960407282708695
-0.6275359691832231,1.6128480796170692,0.3172692905571661
3.0663939461652423,-0.012036745265560854,-0.2860751591146103
-1.1849610753749087,-0.3483199022032396,-0.049176562716088626
0.023380280697715163,-0.9583243919136599,0.18893995509543177
-1.7873215710706694,-0.17434928391390112,-0.2832572653101894
-1.806041838561122,0.6246809276179871,-0.3304849809810968
-2.1079168148703964,0.33873947738846927,-0.5157810519840901
0.8730052367327684,0.7944749605177649,0.11905762738162866
0.5033693338241265,0.5655230504687995,0.08697033382672761
-0.42731923570483016,0.1703472655626395,0.07633323947125968
1.6208628652905677,-0.4827264309246711,-0.05551794991686279
-1.9426869584505373,0.07430142348647832,-0.39594186962138733
2.5267594451170052,0.4185359586129139,-0.13234805741239786
-0.7041840702853217,-0.4102958363732873,0.04045654595592899
2.718766753931209,0.2439183912279175,-0.21082069062183767
-0.8207307759572926,-1.6168474952884886,0.3770939006049784
-0.22055135089370845,-0.1802513277259296,0.028336862102447347
-2.10709477578373,0.33742386518000134,-0.5151848371464646
-1.6952531933640813,-0.3216978512622741,-0.21648120349614616
2.941394553252661,0.188244941413826,-0.3038481650216452
-1.1283563147955324,-0.8595064329306267,0.08457164422101411
0.8490675959127724,0.10668710674453387,0.015376291294120518
1.0815903620324214,-1.0207940932977955,0.12957777799222508
-0.3038922248044334,-1.4313619227879513,0.3065646145530252
-1.291639176705441,-0.20092805880804518,-0.10111362294587507
1.7014731506012573,0.8830336544156965,0.0560501626493053
-1.6118340907534023,0.7290482122233074,-0.27642314651751876
1.7085414556836993,0.42926565175352194,0.03141982493694431
-0.6436441590123319,-0.8150542772558693,0.12734304740345329
1.1801378725099259,-0.06497662910678287,0.08454064703766555
-1.592381762745257,-0.40094572817099133,-0.16179392397296585
-1.0715208752240915,-1.226723827119592,0.20745655451014597
1.2640021416340286,0.14268228152499715,-0.007812854240210946
1.4154613199793855,0.9746021008383413,0.17454116144563783
1.1144484872681812,-0.36651792668849165,0.04127939286916667
-0.09713857791315789,-1.3567624399714269,0.30714771481610065
-0.24838931491627475,-0.3212021998517678,0.06404039389723698
-0.7894226643559271,-1.06523129397217,0.18284505410192584
1.439664406739187,0.4758703915257206,0.03517987933624422
0.008902853230256257,-1.177669357724765,0.2233296363684244
2.453551902175354,-0.0530066318561179,-0.20208734877767068
2.889411636949146,-0.1899538620763976,-0.2775307319067089
-1.0116530059727922,1.0513540559426964,0.0041166440941645625
3.2407147005739327,0.004362877524250416,-0.4084297361103917
1.6270968287091956,-0.5141549781488547,-0.02761774589774886
1.9743807136842906,0.1063817296088885,-0.1069702511757342
0.7496683862304827,1.5945309649881088,0.3967209374868918
-0.8872982414953227,-0.11797408351638436,-0.018411101307804784
-0.4785980936865835,-1.3966258704797434,0.3004442076485502
-1.1054881741283908,-1.0583942860214017,0.13175172950207414
0.9683095252107021,0.026166968723448248,0.0547698757185413
0.26526179984613435,-0.4082870948296909,0.07440451507650185
-0.7088142152098661,1.5741089325439042,0.2960297421574555
-0.6816125646903125,-0.9878655380916793,0.13495384987883638
-1.632778222777468,-0.42168437910581286,-0.17116887583661688
-0.6117126930355309,1.6212656138973622,0.29197283432931787
2.9007193159058153,-0.3217264677985323,-0.2917164010672141
-0.22057317205560437,1.775984208761497,0.4561897679278688
-1.2994471607978957,-0.775735316895291,0.02132737985122933
2.4166782101895286,-0.5163955114803559,-0.17145900067308248
0.28772042749258436,0.5878188362763237,0.06298797357525082
-1.2535670309410938,-0.3844981718884537,-0.08611913351526695
0.057099457232641836,-0.3262322947924543,0.12394133861005738
-0.6476580052776936,1.3068497481744534,0.15929831021585505
